"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 09 07:41:47 GMT 2024","Tue Jul 09 07:41:52 GMT 2024","4478","","com.example.GoogleTest","","com.example.GoogleTest","verifySearchResultIsDisplayed","verifySearchResultIsDisplayed()",""
