"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 08 12:35:55 GMT 2024","Mon Jul 08 12:36:00 GMT 2024","4327","","com.example.GoogleTest","","com.example.GoogleTest","verifySearchResultIsDisplayed","verifySearchResultIsDisplayed()",""
